grp,id,screenName,content,valence,harm,arousal,fairness
1,1861,bronwyneaton,I think it is okay if a person has a gun butttt do a background check before you give a dude a gun,0.5625,0,0.539086844,0.249554298
0,1862,lairbay,"@realDonaldTrump wait, you said to use the second amendment!",0.5625,0,0.37358354,0.942578156
1,1863,repjohnlewis,My colleagues &amp; I have had enough. We are sitting-in on the House Floor until we get a vote to address gun violence. https://t.co/rTqrPifuUz,0.5625,1,0.924440538,0.193424136
1,1864,alexandrap529,.@SenatorBarb When will you take action to end gun violence? https://t.co/IeQGzWeZkG via @Everytown,0.5625,1,0.0422335,0.978072782
1,1865,margotconover,.@MarkWarner When will you take action to end gun violence? https://t.co/vBph08p6bq via @Everytown,0.5625,3,0.572416344,0.075788867
1,1866,__conni,.@SenAlexander When will you take action to end gun violence? https://t.co/mgWjepJfLa via @Everytown,0.5625,3,0.036089884,0.168029415
0,1867,pegginggf,The second amendment was written in 1791. I don't think any of us would want the conditions of humanity that... https://t.co/VJlBnyrVhz,0.5625,0,0.082014308,0.014717428
1,1868,CharlsAriwijaya,it is time for <hashtag> Class Action Law Suit NRA <\hashtag> for continued opposition for stricter gun control regulations. https://t.co/m3z75W93Dt,0.5625,3,0.010444657,0.758452048
1,1869,smuckers03,.@SenatorBoxer When will you take action to end gun violence? https://t.co/fGu82ZIss3 via @Everytown,0.5625,1,0.021156373,0.026329291
1,1870,__conni,.@RepJohnDuncanJr When will you take action to end gun violence? https://t.co/mgWjepJfLa via @Everytown,0.5625,3,0.309233943,0.370726963
1,1871,vcchen,People on CNN point out Trump could gain if he stepped in and brokered a gun control deal. But would House GOPers let him do that?,0.5625,2,0.849881019,0.557410723
1,1872,gabbysmullen,apple is so smart...... this will definitely stop gun violence https://t.co/hxraAPV4Mg,0.5625,0,0.767514071,0.798150213
1,1873,lmcook,Lexington doctor leads AMA as it declares gun violence a public health crisis https://t.co/6CNfTkqHrp,0.5625,3,0.175603705,0.333505687
1,1874,DrJanPeds,No Groundhog Day for Sen Collins (Maine): G.O.P. Senator Offers a Gun Control Compromise https://t.co/tuUA6mv7oM,0.5625,0,0.895194647,0.680380577
0,1875,JOSEPHDMYERS,@POTUS Chicago good example of working Gun Control? Law Only recently banned guns.Did they confiscate all the guns already on the streets?,0.5625,2,0.961143599,0.690184581
1,1876,kute_kell,@NRA The NRA in a nutshell: ANY gun control measures must be blocked.,0.5625,2,0.684431017,0.979318875
1,1877,ToniPreckwinkle,Gun violence is more than just an issue of policing. It's a public health crisis. https://t.co/feTiPl3qU7,0.5625,2,0.747085609,0.11460479
0,1878,Am3ricafuckyeah,@DrJillStein and that is why the government wants more gun control https://t.co/Qi2SwnppdV,0.5625,0,0.897288844,0.331241088
1,1879,BettySayz129,Research the Second Amendment before we talk about gun rights <hashtag> psychiatric screenings <\hashtag> #guncontrol #istandwithorlando,0.5625,0,0.822817754,0.975499047
1,1880,RoseofAvalon,.@SenRobPortman When will you take action to end gun violence? https://t.co/xfnHadILhM via @Everytown,0.5625,3,0.550897051,0.565495469
0,1881,savagestreetrat,@tres_bomb_chel restricting legal gun sales won't do anything. Stopping illegal gun sales will.,0.5625,1,0.226352673,0.492943951
1,1882,TerryShed,"""The truck had a picture of the U.S. Constitution and Second Amendment on the side."" I TOLD Y'ALL! https://t.co/TucyXc55vS via @nbcnewyork",0.5625,0,0.888687438,0.737890067
1,1883,LanceArthur,.@SenatorBoxer When will you take action to end gun violence? https://t.co/rbO8i6B275 via @Everytown,0.5625,3,0.128453216,0.625873579
1,1884,Anyworld,.@RepTedYoho When will you take action to end gun violence? https://t.co/sWRhZVB4VT via @Everytown,0.5625,3,0.527266296,0.563059835
1,1885,Anyworld,.@SenRubioPress When will you take action to end gun violence? https://t.co/sWRhZVB4VT via @Everytown,0.5625,1,0.157029431,0.395894897
1,1886,Anyworld,.@RepRichNugent When will you take action to end gun violence? https://t.co/sWRhZVB4VT via @Everytown,0.5625,3,0.004345352,0.494185181
1,1887,Trdb,.@RepBillJohnson When will you take action to end gun violence? https://t.co/3QUxONq6tV via @Everytown,0.5625,3,0.531341218,0.042217256
1,1888,__conni,.@SenBobCorker When will you take action to end gun violence? https://t.co/mgWjepJfLa via @Everytown,0.5625,1,0.948785881,0.896584941
1,1889,CariDick,.@DaveReichert When will you take action to end gun violence? https://t.co/rBYd9qkY9u via @Everytown,0.5625,3,0.530072816,0.783913978
1,1890,scjenkins714,.@SenatorKirk When will you take action to end gun violence? https://t.co/NTnYUKUaMw via @Everytown,0.5625,3,0.965058908,0.800132105
1,1891,MargsJ,#TurnOnTheCameras #NoBillNoBreak @SpeakerRyan Cut Off C-SPAN Cameras Blackout Democratic Gun Protest House Shutdown https://t.co/AtaLqz8Yxj,0.5625,0,0.213171758,0.086999156
1,1892,AdrianaBriscoe,California lawmakers create a University of California research center on gun violence https://t.co/3ysPiI7NI3,0.5625,0,0.28249487,0.658896127
1,1893,scjenkins714,.@JanSchakowsky When will you take action to end gun violence? https://t.co/NTnYUKUaMw via @Everytown,0.5625,3,0.753373567,0.363417886
1,1894,cbm9q,.@MarkWarner When will you take action to end gun violence? https://t.co/6nme0EeTPb via @Everytown,0.5625,3,0.350532581,0.717183108
0,1895,cworl00,@fluffynutters @ImmoralReport @HahnAmerica and don't forget the second amendment is still in tact.,0.5625,0,0.976707465,0.168934514
1,1896,JeanValette,@GoBrooklyn @mmfa Are you suggesting that better gun control would prevent licensed security guards from obtaining weapons?,0.5625,0,0.715772791,0.522097452
1,1897,CourtnieNW,.@RepPittenger When will you take action to end gun violence? https://t.co/ifJNA9fkqV via @Everytown,0.5625,0,0.218861184,0.488544174
1,1898,_GMan,Physicians Demand End To 20-Year-Old Ban On Gun Violence Research https://t.co/eSfVKTCp7K via @thinkprogress,0.5625,1,0.835944525,0.4806704
1,1899,sschenk91,.@SenatorKirk When will you take action to end gun violence? https://t.co/eW5ri6KOPD via @Everytown,0.5625,3,0.680203125,0.11977405
0,1900,theideaguy,"A real shocker, but 80% of gun crime done by ILLEGAL GUN OWNERS https://t.co/5DW6ydnOuS  Thank you, #WashingtonPost, but #DUH",0.5625,2,0.079400974,0.710466528
1,1901,margotconover,.@RobWittman When will you take action to end gun violence? https://t.co/vBph08p6bq via @Everytown,0.5625,3,0.310717977,0.240552892
1,1902,DavidFeldman,".@SenAngusKing, @SenatorCollins , going to join @ChrisMurphyCT and pass legislation to prevent gun violence?",0.5625,1,0.039691608,0.953384687
0,1903,sasquatchsax,"@MaryT_Pipeline @StefanMolyneux @almostjingo Obama gives farewell speech in Chicago. Will SS or packing, or follow same gun laws as citizens",0.5625,0,0.237340321,0.159689606
1,1904,sschenk91,.@RepMikeQuigley When will you take action to end gun violence? https://t.co/eW5ri6KOPD via @Everytown,0.5625,3,0.406472374,0.689626407
1,1905,alsingleton_,"To all ""Pro Life"" lawmakers: if you're really pro life, pass some gun control legislation. Too many lose their lives to guns #BatonRouge",0.5625,2,0.656261126,0.241898966
1,1906,jacob_Ryder9,.@SenatorKirk When will you take action to end gun violence? https://t.co/uqiXUoLEG8 via @Everytown,0.5625,3,0.861766105,0.208325
1,1907,Annie_Husted,Is Orlando the Attack that Forces Action on Gun Control? https://t.co/IgYUCDlVLR via @frontlinepbs,0.5625,0,0.818183574,0.434159493
0,1908,EvanWilleke,Will gun control laws help stop mass shooting and violent crime?,0.5625,3,0.884962991,0.888797388
1,1909,scjenkins714,.@SenatorDurbin When will you take action to end gun violence? https://t.co/NTnYUKUaMw via @Everytown,0.5625,3,0.376664145,0.277359763
1,1910,Anyworld,.@SenBillNelson When will you take action to end gun violence? https://t.co/sWRhZVB4VT via @Everytown,0.5625,1,0.008133172,0.814107112
1,1911,Marcia_Brown9,.@SenSherrodBrown &amp; @HillaryClinton called for tougher gun laws at #CLE event. #OrlandoShooting #EndGunViolence https://t.co/MEjzNQ8ZcN,0.5625,1,0.751207384,0.163943903
1,1912,allthingsfoodie,@REALStaceyDash no need for more gun control. Just enforcing of the already harsh gun laws.,0.5625,2,0.549607924,0.318918351
0,1913,andrea_blake19,Democratic VP Candidate Tim Kaine on Gun Control: https://t.co/0wfMA0cBMu @nraila,0.5625,0,0.693778413,0.328070186
1,1914,tmolledo,NYTimes: Trump’s Ambiguous Wink Wink to ‘Second Amendment People’https://t.co/FIhGkSLprR,0.5625,0,0.052646615,0.440128803
1,1915,FORTINOME,"The Second Amendment of the United States Constitution reads: ""A well regulated Militia, being necessary to the... https://t.co/fZmK435zR2",0.5625,0,0.156461891,0.763552575
1,1916,GiuntaLou,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/UyxBYJ4R3s via @CREDOMobile",0.5625,3,0.192391267,0.535024538
1,1917,rickwasmith,"And always more public queerness. We will not be put back in closets by gun violence, nor reproduce warmongering.",0.5625,0,0.226055481,0.071250672
1,1918,saraphen,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/ysNVTDQfME via @CREDOMobile",0.5625,3,0.353744674,0.34302356
1,1919,sirharryevans,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/8B43pWNjxr via @CREDOMobile",0.5625,1,0.052736048,0.717071405
1,1920,BiesanAK,"No matter what the motivation is behind #OrlandoShooting, the discussion in the aftermath should focus on #gun control.",0.5625,1,0.877295789,0.401347891
1,1921,sweetophelia_,"@RuthDavidsonMSP @BBCNews my prayers to all of the families that have lost their loved ones to any gun violence, this is not ok",0.5625,3,0.028983836,0.889437428
1,1922,aranovr,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/qEI9ODkAiK via @CREDOMobile",0.5625,1,0.175366358,0.347304523
1,1923,GiuntaLou,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/UyxBYINfES via @CREDOMobile",0.5625,1,0.664108341,0.074915369
1,1924,billy_lloyd,I wish the GOP were as adamant about gun reform as they are for punishing Democrats for sitting-in in support for gun reform.,0.5625,2,0.027606719,0.850931418
1,1925,ritawenews,Ryan response to House sit in is he will not bring gun control bill to the floor. Yeah. Congressman Lewis.,0.5625,0,0.023917679,0.250384964
1,1926,akoeni,Democrats' protest for gun control derails Paul Ryan's moment of silence for Orlando https://t.co/JadOh72PY7 # via @HuffPostPol,0.5625,0,0.426202372,0.103838266
1,1927,paaronson,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/lpNZPttKx4 via @CREDOMobile",0.5625,1,0.589532409,0.735050843
1,1928,aranovr,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/4IUvZEqJO9 via @CREDOMobile",0.5625,3,0.030044356,0.938983161
0,1929,MickDermott,"Eye-opening study on gun violence being contagious, or what #criminology would call #criminogenic #violence #crime  https://t.co/xvDJRe8LA9",0.5625,2,0.08914679,0.021216435
0,1930,HastingsforIL,Senate President Taps Hastings to Lead Criminal Law CommitteeSPRINGFIELD – With gun violence reaching record... https://t.co/HcsTdMJOkl,0.5625,0,0.478184578,0.188167974
1,1931,EFarry,"Tell Republicans in Congress: ""Thoughts and prayers"" are not enough, we need gun control. https://t.co/SW549fuU7e via @CREDOMobile",0.5625,1,0.34558548,0.320050008
0,1932,TheRustyRifle,Ordered 2 AR's today for my shop. The distributor says they are going fast. Take that gun grabbers. Obama #1 gun salesman of the world.,0.5625,0,0.579593791,0.438623861
1,1933,GeetaKerawalla,@candiscayne I hear you. Pointed it out bc I'd bet those in support of gun ownership will make case for why gun control won't stop this.,0.5625,2,0.984747486,0.521928021
1,1934,margieoblack,"If the president and congress wish to truly protect citizens, they will legislate realistic gun control. https://t.co/tQEMtCMM1J",0.5625,1,0.07233736,0.930164582
1,1935,EmilyFultz91,.@repjohnlewis can you please talk some sense on gun control into fellow Georgia boys @sendavidperdue and @SenatorIsakson? #NoBillNoBreak,0.5625,1,0.380494827,0.277090371
0,1936,jhp2,Hoping for a full recovery. Mystified as to how this happens in a country with tight gun control laws. https://t.co/IP7Fj1NyMK,0.5625,0,0.630864039,0.021751743
1,1937,MattFaulkner1,“We would move heaven and earth until we found a way to protect our children. But not with gun violence.”Senator Elizabeth Warren,0.5625,2,0.399382588,0.205608779
1,1938,alifeyoulovenow,Boston Globe editorial on gun control: Ban assault weapons. https://t.co/hPO8XJNK9p via @BostonGlobe,0.583333333,1,0.997531432,0.580277557
1,1939,cathgrimes,Boston Globe editorial on gun control: Ban assault weapons. https://t.co/n6EaKbZrAH via @BostonGlobe,0.583333333,1,0.556077852,0.682702517
1,1940,shawnthibault13,Just finished leaving messages for @JeanneShaheen @KellyAyotte and Ann Kuster expressing that I need better gun control laws,0.583333333,1,0.022450837,0.578009549
1,1941,Madodel1,Act 192 allowed the NRA to sue municipalities with gun control restrictions was struck down by the PA Supreme Court. https://t.co/nsKjfmApO1,0.583333333,0,0.791988328,0.648909033
1,1942,firedancerlms,I got 40% on the Gun violence prevention quiz. Looks like I need to pay closer attention! https://t.co/jbsRJrMJGX,0.583333333,0,0.692863208,0.361907168
0,1943,Cthill531,Maybe we should march on Washington to get lawmakers to understand we need gun control!,0.583333333,1,0.224841141,0.936935206
1,1944,DrJanPeds,Boston Globe editorial on gun control: Ban assault weapons. https://t.co/pgGbYlQLdr via @BostonGlobe,0.583333333,1,0.556076956,0.046888197
1,1945,MaukCmauk1,@McConnellPress #WheresTheBill Americans want action on gun control! #PrayersForOrlando,0.583333333,1,0.346851157,0.321843394
0,1946,SafeSHOOTny,Gun Bans: Court Reminds Local Governments They Lack Authority to Restrict Guns - https://t.co/0bv9L4iPjb @nraila,0.583333333,0,0.869858202,0.411456387
1,1947,EKnoxMarsh,Donald Trump Suggests ‘Second Amendment People’ Act Against Hillary Clinton https://t.co/vYxBUj67Jy,0.583333333,0,0.423308442,0.557676292
1,1948,RepMikeHonda,".@SpeakerRyan skipped town, but folks from all across the country are in DC now demanding action to end gun violence #DisarmHate",0.583333333,1,0.691457432,0.206869045
1,1949,lauraamcgrath,Boston Globe editorial on gun control: Ban assault weapons. https://t.co/HKeU9CUXld via @BostonGlobe,0.583333333,1,0.440509785,0.207021375
1,1950,jillboulet,Boston Globe editorial on gun control: Ban assault weapons. https://t.co/MTqsWYcS1W via @BostonGlobe,0.583333333,1,0.050781795,0.495532533
1,1951,MWoodsFranklin,Boston Globe editorial on gun control: Ban assault weapons. https://t.co/TDvxd5Xogo via @BostonGlobe,0.583333333,1,0.32642101,0.641370683
0,1952,zeeksti,California State House: VETO:  We the people VETO the State of California's recent Gun Control Measures. https://t.co/SP81jb2FYs via @Change,0.583333333,0,0.737550305,0.705695483
0,1953,All_Beans,"Obama Ramps Up Gun Control Rhetoric, Arms Federal Agencies to the Teeth. The New American Mobile https://t.co/E8aNevqq4Y",0.583333333,0,0.26833099,0.624884937
0,1954,CathieJoanna,Artist makes statement about gun violence in skies above American citieshttps://t.co/fPYSkqtJsM,0.583333333,0,0.619063379,0.575350203
0,1955,TonyRera,Howard Stern weighs in on gun control debate following Orlando attack via the @FoxNews App https://t.co/FjhReTqKUs,0.583333333,0,0.279844822,0.231764165
1,1956,pogopod98,House GOP Starts 4th of July Recess Early as Democrats Continue Round the Clock Gun Control Sit In https://t.co/migelpi1pt,0.583333333,0,0.263270708,0.063031936
0,1957,KJJanssen2,Actual Gun Expert speaks about AR15 #guns https://t.co/KHh7n1hhnG @kare11,0.583333333,0,0.437639028,0.014767377
0,1958,edwardv46,California Senate Votes 28-8 to Exempt Itself from California Gun Laws https://t.co/upnKs8JRy9,0.583333333,0,0.76734222,0.619282711
1,1959,CharleneCariou,It's way past time to remove the dickey amendment and allow @CDCgov to get to researching gun safety! #APHA2016 https://t.co/cy26Zpcosa,0.583333333,1,0.352131454,0.92923665
1,1960,AbbyBRaines,"#NoBillNoBreak figure out if your representative is taking part.If they're not,it's time for them to go. Gun violence shouldn't be partisan",0.583333333,1,0.019863581,0.186713117
0,1961,ThirdAridDream,@MrGeorgeWallace we already have sensible gun control.,0.583333333,0,0.907746921,0.719370447
1,1962,w666fer,@HillaryClinton its time we take gun control seriously in America before another massacre.#RIPChristina #OrlandoStrong,0.583333333,3,0.912919184,0.772024671
1,1963,jeremyjtaylor,"@FoxNews neither @POTUS nor @HillaryClinton are anti gun, they are pro sensible gun control. There is no need for assault rifles. #Hannity",0.583333333,1,0.896830809,0.611298534
0,1964,alex_norwalt,@MacinEwa @timothywjohnson @eclecticbrotha how does the second amendment lead to total control? And who will have total control?,0.583333333,0,0.513325843,0.97796216
0,1965,jcamden,Spin Control: Shea tells gun rights rally of plan to repeal background check initiative https://t.co/wmURxSjWLQ https://t.co/itkPjBtJnI,0.583333333,0,0.713738268,0.056151041
1,1966,MelissaNiksic,"Outstanding. ""Rahm Emanuel Concerned Gun Violence Could Spread To Parts Of City He Gives Shit About"" https://t.co/OxQwiRIYB6 via @theonion",0.583333333,0,0.882091826,0.614358791
1,1967,Megan_StarAuset,⚡️ “Reactions to the Senate rejecting all four gun control amendments ” by @michttps://t.co/kpqau54MdT,0.583333333,0,0.334196245,0.770416231
0,1968,Stormyleewolf,Clinton Invokes Trayvon Martin in Gun Control Push |  https://t.co/XGxOSr9Mdh,0.583333333,0,0.705695147,0.127225523
1,1969,lehocks,@@realDonaldTrump We have real US problems like common sense gun control. Make America Safe Again!,0.583333333,0,0.285311085,0.759046556
1,1970,SarahJBeesleyMD,"""To me, this is not so much about gun control as it is about what’s in men’s hearts."" How do we control that? https://t.co/qINukzYVAf",0.583333333,0,0.04311341,0.65049655
1,1971,jamilaheadley,What do we  want? Gun Control. When do we want it? Now! https://t.co/K7Ox14x7pm,0.583333333,1,0.786755806,0.375417642
0,1972,CalMcDuffie,"@kenkircher1 @GunOwners the percentage is low, so is the percentage of law abiding gun owners committing crime.",0.583333333,0,0.237745254,0.91017119
1,1973,CBJmemoirs,sit-in of Cong. JhnLewis&amp;40 others floor of Hse 2stop gun violence shdB joined by 1 million persons nationwide outside sitting-in with them.,0.583333333,1,0.148509869,0.413194198
1,1974,jenniolivo,"Can't find the tweet I wanted, but this works. This is not a time to politicize for gun control or banning Muslims.  https://t.co/6Jpk6eNtnY",0.583333333,2,0.294252849,0.867137329
0,1975,AdamLanghorne,"@Mikel_Jollett @realDonaldTrump Chicago has some of the strictest gun laws in America, so yeah...",0.583333333,2,0.277142584,0.871772899
0,1976,lenanghai,SOME CONGRESS MEMBERS USING SOCIAL MEDIA PUSHING FOR STRICTER GUN LAWShttps://t.co/YUbDYJyPCI#gunviolence,0.583333333,0,0.417669812,0.76783088
1,1977,chrisharrisment,A List of Warning Signs to Prevent School Shootings Released by Anti-Gun Violence Nonprofit Sandy Hook Promise https://t.co/chseY5r6iS https://t.co/Urj5T3n7CU,0.583333333,1,0.677489178,0.690110155
1,1978,NobleCause2016,"We may need a measure to take the gun away from current gun owners.. Start from those whom possess illegally, &amp; terrorist watch list people",0.583333333,0,0.978075909,0.450452821
1,1979,repjoecrowley,W/ @HouseDemocrats and gun violence survivors &amp; families of victims to demand action to #DisarmHate #Enough https://t.co/Mb2YHVfUkm,0.583333333,1,0.543770419,0.973937616
1,1980,Miles_Ott,AMA: epi analysis of gun violence is vital. America faces a crisis and physicians must know how to respond #JSM2016 https://t.co/L13YhQ20aa,0.583333333,0,0.580161257,0.794571165
0,1981,4Luke18,Six Facts That Disprove Everything Liberals Say About Gun Control https://t.co/mo260UDn2E via @DCClothesline,0.583333333,0,0.598070112,0.177617255
0,1982,TIME_FUZE,@a2controversial @sodium_julianne neither is a gun clay shooting is a sport i enjoy. Dont get me wrong we def need to step up gun laws,0.583333333,1,0.894464628,0.503088453
1,1983,codegirlchicago,"When will we talk about the economy, gun control, and education? #debate",0.583333333,0,0.766276921,0.049693903
1,1984,Gillyegz,@YAAASKim Incidentally most Americans are Second Amendment acolytes and would brook no intrusion on their inalienable rights to bear arms,0.583333333,0,0.516161722,0.486322277
1,1985,gskpin_kathy,Donald Trump's 'Second Amendment' remark meaning shouldn't matter - Business Insider #SmartNews https://t.co/LONup1utoH,0.583333333,0,0.7787473,0.430650532
0,1986,Bachus162,I think that is evident with the second amendment comment.  There was no violent intent until they 'explained' it. https://t.co/87HITBE4Wc,0.583333333,0,0.758158463,0.934361166
0,1987,onetruepatriotl,BREAKING: Senate makes decision about SWEEPING gun control https://t.co/itYBpVBTzO,0.583333333,0,0.460561748,0.885139563
0,1988,niccage9,"@ChloeGMoretz Chloe, we have multiple gun laws on the books they're not being enforced especially in liberal cities.all life matters.",0.583333333,1,0.455391775,0.984299137
1,1989,RaineMcCauley,Nevada legalized pot and passed gun control for trade shows. It's all about compromise people. Stay safe Nevada!,0.583333333,0,0.351800763,0.316461894
0,1990,krlambo,It shouldn't be this hard to fight gun violence #NoBillNoBreak,0.583333333,1,0.398359585,0.087293025
1,1991,moon3stars,@RepSwalwell #Periscope 6Am we wont sleeping House Dems continue to demand action to end gun violence #NoBillNoBreak https://t.co/d4UThtothU,0.583333333,1,0.324228439,0.737434051
1,1992,MonNaz,What Will the #Orlando Shooting Mean for Gun Control? https://t.co/Z77rwyYNOx  @PennLaw @Wharton #OrlandoShooting #GunControl,0.583333333,0,0.130083212,0.493871166
1,1993,roblation,"&amp; BTW, stop the gun violence. #cnumc #umc https://t.co/tq2QQYSuVr",0.583333333,3,0.872756334,0.51170635
1,1994,mathisldm,Donald Trump Suggests ‘Second Amendment People’ Could Act Against Hillary Clinton https://t.co/xkwh0jBHcF,0.583333333,0,0.616726932,0.697908044
0,1995,S1Erra,"@realDonaldTrump #Gun Survey re nation wide, CAlif like gun regulation on assault weapoms sent by Jackie Spier,",0.583333333,0,0.846030031,0.031154179
0,1996,MidniteOasis99,"#BatonRouge ""this isn't about gun control, it's about what's in a person's heart"" How TRUE!!",0.583333333,2,0.832319228,0.836377477
1,1997,HSchmidtHappens,"Not satisfied with HRC on race relations-it's more than gun control and criminal justice reform. Poverty, social justice, equity! #debates",0.583333333,0,0.495305125,0.00135065
1,1998,gskpin_kathy,"Watch. Learn.  Watch 'Evan,' the gun violence ad with a twist that’s leaving everyone stunned https://t.co/yDwzEbTUvj via @courierpress",0.583333333,0,0.574742632,0.222935387
1,1999,MamaMilkSD,@NRA No one is taking away the 2nd. Commonsense gun measures are supported by 90% of Americans. #EndGunViolence,0.583333333,1,0.706433604,0.573466124
1,2000,nshinar,Donald Trump Suggests ‘Second Amendment People’ Could Act Against Hillary Clinton https://t.co/t3FR6a2j8I,0.583333333,0,0.492517109,0.604645003
1,2001,GovPub,"Congress refuses, so California will open America's 1st gun violence research center https://t.co/8yi9xOS2N8 @mattiekquinn",0.583333333,1,0.790444225,0.210070456
1,2002,Dr_RocioH,Orlando massacre wasn't enough to spur Senate to pass gun control https://t.co/8tfS1VPO6u # via @HuffPostPol,0.583333333,2,0.896631911,0.04284652
1,2003,JointCenter,Gun Violence steering committee members discuss our gun violence report at @NAACP convention. https://t.co/Bt4apKvP7I,0.583333333,0,0.108058715,0.471320686
1,2004,EitanSaban,"A must read - Trump’s Wink Wink to ‘Second Amendment People’, via @nytimes .. The problem though -  no one listen  https://t.co/xIorMpM7EI",0.583333333,0,0.017407839,0.785097057
1,2005,RyanCostelloDig,How Social #Media Live Video Fuelled Democrat Lawmakers' Sit-In over #gun control https://t.co/aGjf7xCPZW,0.583333333,0,0.997943924,0.301000907
1,2006,anne_tucker2,"How bad do things have to get in IL (&amp; Chi) before a budget gets done... &amp; there's pension reform, gun control, etc? https://t.co/e1oI8dhCV0",0.583333333,2,0.171371822,0.141848465
1,2007,Ginger_Sheridan,@gingerbums It really has nothing to do w/ the 2nd Amendment either. Chicago technically has restrictive gun laws.,0.583333333,2,0.485563386,0.960095155
1,2008,Amyyyychen,The Second Amendment of the United States Constitution is one of the most controversial amendments.. https://t.co/G60gut2qHP #Enough,0.583333333,2,0.193136233,0.372780867
1,2009,jennyshaw97,Hot take: Registered gun owners should have to get mental health checks every year or so to prevent future gun violence. Just an idea.,0.583333333,1,0.746827422,0.32808476
1,2010,deathrecipe,@SoujirosCorner @MarkRPellegrino @physicsmagics @Wastefulperson Look at other countries with better gun laws and less gun violence.,0.583333333,1,0.254718948,0.114833055
1,2011,yearningtolearn,"Chrissy Teigen and John Legend are over the Senate, have their own gun control debate https://t.co/Dnxy5hswVz via @HuffPostEnt",0.583333333,0,0.306629485,0.674709394
1,2012,hlorenzen,Will THIS unify Americans toward the changes needed to mitigate gun violence? #orlando https://t.co/RVC7MGepYE,0.583333333,1,0.67490159,0.373710212
0,2013,CnterMassDesign,Gun Control Means Keeping a Tight Group decal <hashtag> gun control means keeping a tight group <\hashtag> #gunrights #molonlabe https://t.co/F2W8EUgMPy via @Etsy,0.583333333,0,0.225708668,0.90291614
0,2014,frandreola,@jstosic718 i dont by any means think all muslims are terrorists. i was merely saying this should not be portrayed as a gun control problem,0.583333333,0,0.462599418,0.145346714
0,2015,darmoo34,I think the Democrats should stage another sit in to protest Great Britain's decision to leave the EU.  It worked so well on gun control lol,0.604166667,0,0.37834558,0.748096259
0,2016,dongray310,@gordyt58 @SkyNews i agree that criminals have guns and gun laws affect only good citizens i am so pro gun and against socualists,0.604166667,1,0.699438689,0.137954428
1,2017,stlcountyNAACP,We have A LOT to do across this country to stop the epidemic of gun violence. https://t.co/rbZB90HDAc,0.604166667,1,0.900124975,0.282159912
1,2018,LeischenMoore,.@SpeakerRyan They eyes of all wait upon you.  The end of gun violence is in your hands. Do something!  #enough,0.604166667,1,0.753280093,0.709986242
0,2019,saybyetoday,@icansmellsnow and Hillary for gun control.,0.604166667,0,0.296995707,0.600462594
1,2020,NobleCause2016,You may need to check Australia and how they reduced gun violence by taking measure that limit the gun in the street. It is our kids future,0.604166667,1,0.193190112,0.182051598
1,2021,AlexShoe0,Scared straight program in Brooklyn is showing shooting victums to kids to try to prevent gun violence #jour3101-F16 https://t.co/MbCcRY1MEs,0.604166667,0,0.312206019,0.555765124
1,2022,RepLoisCapps,"Gun violence is something we're all too aware of in this community. Today, we #wearorange to say it's time to act. https://t.co/q2Xj38635J",0.604166667,1,0.232370969,0.987335769
0,2023,dermatophyte,Nothing stops a violent mob like the second amendment! #gunsrock #thankyounra https://t.co/wqvSav9DyE,0.604166667,3,0.99125062,0.177149351
1,2024,RepRubenGallego,We won’t be silent. We won’t back down. Americans are demanding a vote to end gun violence. <hashtag> Disarm Hate <\hashtag> https://t.co/AKwgY2xP47,0.604166667,1,0.739739949,0.40043616
0,2025,Stevenesp1,@POTUS @realDonaldTrump   https://t.co/kvXnGYgJRS  MR. President if you really want sensible gun control then why did Dems not vote for this,0.604166667,0,0.382657717,0.150856659
1,2026,ranielwy,A #publichealth response to gun violence using #dissemination strategies with @civicMIT Media Cloud #DIscience16 Let's do this @VA_CHOIR ! https://t.co/EgeGlXIOGd,0.604166667,1,0.144970615,0.28502052
1,2027,RepMikeHonda,"My bill, the Gun Violence Research Act, would lift the ban on CDC research. Give us a vote @SpeakerRyan! #DoYourJob #DisarmHate #GunVote",0.604166667,1,0.653768181,0.321355122
0,2028,EvanWilleke,Should we have stricter gun control laws?,0.604166667,0,0.878331475,0.133834039
1,2029,NicoleAlie,The audio cast of the recent #Frontline on the rise of ISIS is a must listen as is @callyrgf recent discussion on gun control.,0.604166667,2,0.585920459,0.98196477
1,2030,desma_mitchell,"House Dems led by John Lewis (D-Georgia) just staged a sit-in to demand a vote on gun control legislation, and... https://t.co/RGqNRZVx4U",0.604166667,0,0.640805161,0.079280174
1,2031,kimodonnel,House Republicans Shut Off Cameras After Democrats Start Sit-In For Gun Control https://t.co/0LUUO2tUxN via @thinkprogress,0.604166667,0,0.612183184,0.12512854
