idx	word	count_total	0	1
3987	house democrats try to force gun control votes	3	3	0
3988	carrying a gun over the last week <url> by	1	1	0
3989	lawfully carrying a gun over the last week <url>	0	0	0
3990	seven defensive gun	0	0	0
3991	john lewis	0	0	0
3992	gun violence town hall meeting w	1	1	0
3993	congressman john	0	0	0
3994	gun violence will end	0	0	0
3995	a conversation is when the gun violence will end	1	0	1
3996	conversation is when	0	0	0
3997	claims	0	0	0
3998	claims progress on gun control	0	0	0
3999	dem senator wages <number>	0	0	0
4000	dem senator	0	0	0
4001	amendment are being trampled	0	0	0
4002	while our first and fourth amendment are being trampled	1	0	1
4003	fourth amendment are being trampled	0	0	0
4004	obama administration releases latest executive gun control	3	3	0
4005	second amendment <url> via	0	0	0
4006	i just signed this petition	0	0	0
4007	can not prevent	0	0	0
4008	prevent at least some gun deaths in the us	1	0	1
4009	not we do something to prevent at least some	0	0	0
4010	national leaders are saying \u2018 enough	1	0	1
4011	saying \u2018	0	0	0
4012	andt	0	0	0
4013	if you care about this country andt michigan	0	0	0
4014	you will support stronger gun control	0	0	0
4015	criticizing	0	0	0
4016	elect discuss gun violence instead of criticizing arnold schwarzenegger	1	0	1
4017	president elect discuss gun violence instead of criticizing arnold	0	0	0
4018	have most restrictive gun laws yet have most shooting	3	3	0
4019	party needs to listen the people and not the	2	0	2
4020	insist <number> immigration law	2	2	0
4021	<number> immigration law	0	0	0
4022	guns these terrorists attacks would not be an issue	2	2	0
4023	citizens controlled	0	0	0
4024	addressing	0	0	0
4025	<user> and the senate in addressing gun violence because	1	0	1
4026	represents the ease <emphasis> of gun ownership in the	0	0	0
4027	<user> <user> he does not represent gun owners	0	0	0
4028	cld	0	0	0
4029	the ease <emphasis> of gun ownership in the us	0	0	0
4030	\u2014 unless you deny liberty and safety as opposed	3	3	0
4031	could be used by your campaign for support from	0	0	0
4032	<user> houston gun shop has great idea	0	0	0
4033	campaign	0	0	0
4034	used by your campaign for support from <allcaps> lgbt	0	0	0
4035	while gun violence against black happened	0	0	0
4036	while gun violence against black happened <allcaps> more	0	0	0
4037	while gun violence against	0	0	0
4038	against black happened <allcaps> more </allcaps> under black president	0	0	0
4039	no </allcaps> on commonsense missing from politics and millenials	1	1	0
4040	commonsense missing	0	0	0
4041	gun free zones simply allow the crazies the slaughter	0	0	0
4042	free zones simply allow the crazies the slaughter the	0	0	0
4043	zones simply allow	0	0	0
4044	zones simply allow the crazies the slaughter the innocent	0	0	0
4045	new gun laws </hashtag>	0	0	0
4046	stop the violence </hashtag>	0	0	0
4047	my heart breaks	0	0	0
4048	is taking away	0	0	0
4049	commonsense gun measures are supported by <percent> of americans	2	0	2
4050	and tight german gun control forces innovations like this	1	1	0
4051	german gun control forces innovations like this	0	0	0
4052	in a country where gun laws are very restrictive	1	1	0
4053	gun in a country where gun laws are very	0	0	0
4054	we are under attack by	0	0	0
4055	all you can say is gun control	0	0	0
4056	<user> we are under attack	0	0	0
4057	the people you want to let in our country	0	0	0
4058	blown	0	0	0
4059	in <number> mi of a gun dealer	0	0	0
4060	<number> mi of a gun dealer	0	0	0
4061	where <allcaps> all </allcaps> mass shootings have happened	1	1	0
4062	</allcaps> mass shootings have happened	0	0	0
4063	mass shootings have happened	0	0	0
4064	horrible	3	0	3
4065	referring to responding to gun violence with guns	1	0	1
4066	horrible day	0	0	0
4067	mexico has strict gun laws and how	1	1	0
4068	criminals do not abide by gun laws	1	1	0
4069	america </allcaps> congressional second amendment caucus gets new life	1	1	0
4070	congressional second amendment caucus gets new	0	0	0
4071	amendment caucus	0	0	0
4072	so many people are being killed by guns trump	1	0	1
4073	does </allcaps> represent <allcaps> all </allcaps> american gun owners	0	0	0
4074	<number> muslim murderer with a gun doesn	0	0	0
4075	murderer	0	0	0
4076	<user> <number> muslim murderer with a gun doesn	0	0	0
4077	consider	0	0	0
4078	pandering to the gun lobby and consider gun reforms	2	0	2
4079	that gun control work out for the paris attacks	2	2	0
4080	roe versus wade right after talking about the second	0	0	0
4081	wade right after talking about the second amendment it	0	0	0
4082	america before another massacre	0	0	0
4083	time we take gun control seriously in america before	0	0	0
4084	rip christina </hashtag>	1	0	1
4085	take gun control seriously in america before another massacre	0	0	0
4086	and	0	0	0
4087	opinions on politics	0	0	0
4088	more than <number> hours because of opinions on politics	0	0	0
4089	murder	1	1	0
4090	got back home to see that jo cox died	1	0	1
4091	jo cox died	0	0	0
4092	control how about prescription drugs read the side effects	1	1	0
4093	one cares if it makes people go in sane	0	0	0
4094	<user> <user> the gun exists the term does not	0	0	0
4095	gun but you do not know anything about it	1	1	0
4096	wheres	0	0	0
4097	the bill </hashtag> americans want action on gun control	1	0	1
4098	orlando \u2014 taking steps against	0	0	0
4099	taking steps against gun violence \u2014 <allcaps> nejm </allcaps>	0	0	0
4100	orlando \u2014 taking steps against gun violence \u2014 <allcaps>	0	0	0
4101	\u2014 taking steps against gun violence \u2014 <allcaps> nejm	0	0	0
4102	s gun control plan <url> via <user> <user>	0	0	0
4103	supporting	3	1	2
4104	sensible gun control are not mutually exclusive	1	0	1
4105	sensible gun	0	0	0
4106	warning signs to prevent school shootings released by anti	3	0	3
4107	slap every	0	0	0
4108	you for no gun control	0	0	0
4109	shame </hashtag> on you for no gun	0	0	0
4110	republican </hashtag> party is revolting	0	0	0
4111	want background checks for <allcaps> all </allcaps> gun purchases	0	0	0
4112	<user> americans want congress to do <allcaps> something </allcaps>	0	0	0
4113	<user> americans want congress to do	0	0	0
4114	that gun control snapchat story	3	3	0
4115	laws keep criminals from doing bad things like	0	0	0
4116	laws keep criminals from doing bad things like shooting	0	0	0
4117	laws keep criminals from doing	0	0	0
4118	keep criminals from doing bad things like shooting people	0	0	0
4119	spurred by orlando shooting	2	0	2
4120	g.o.p. senator offers a gun control compromise <url>	2	0	2
4121	reproduce	0	0	0
4122	not be put back in closets by gun violence	2	0	2
4123	stanley mcchrystal start veteran	0	0	0
4124	generals david petraeus and stanley mcchrystal start veteran	1	0	1
4125	petraeus and stanley mcchrystal start veteran	0	0	0
4126	an easy guide	0	0	0
4127	easy guide to contacting your elected representatives about gun	0	0	0
4128	donald trump could end numerous gun controls in ca	1	1	0
4129	numerous gun controls in	0	0	0
4130	donald trump could end numerous gun	0	0	0
4131	gun owners has decreased but	0	0	0
4132	but the number of guns increased <url> gun nutters	1	1	0
4133	guns increased	0	0	0
4134	idiot gonna	0	0	0
4135	it easier for me to support strict gun control	2	0	2
4136	jjr </allcaps> has done nothing to prevent gun violence	2	0	2
4137	like abolishing the second amendment	1	1	0
4138	<user> bigger than herself	0	0	0
4139	to the united states constitution protects the rights of	0	0	0
4140	constitution protects	0	0	0
4141	d move	0	0	0
4142	great but if you really give a shit you	0	0	0
4143	d move to tighten gun	0	0	0
4144	it because muslims are the ones pulling the triggers	1	1	0
4145	is obama not asking for gun controls in istanbul	0	0	0
4146	shot	2	0	2
4147	to <allcaps> vote </allcaps> on gun control <url> \u2026	0	0	0
4148	</allcaps> to agree to <allcaps> vote </allcaps> on gun	0	0	0
4149	<number> hour filibuster just to get <allcaps> gop </allcaps>	0	0	0
4150	analysts can try to minimize shootings in the us	0	0	0
4151	free so data analysts can try to minimize shootings	0	0	0
4152	gun violence data needs to be	0	0	0
4153	are making me very proud of my ma roots	0	0	0
4154	making me very proud of my ma roots	0	0	0
4155	problem is people that use them not the guns	1	1	0
4156	strictest gun laws in cities with highest	1	1	0
4157	know that gun manufactures like to sell guns	0	0	0
4158	action become severe when he got access to gun	1	0	1
4159	i know that gun manufactures like to sell guns	0	0	0
4160	because if someone wants a gun there	0	0	0
4161	<user> <user> gun control is the last thing	0	0	0
4162	gun control is the last thing that america needs	0	0	0
4163	changing gun laws is not gonna stop anything	2	2	0
4164	changing gun laws	0	0	0
4165	democrat demands congress	0	0	0
4166	democrat demands congress do	0	0	0
4167	time a democrat demands congress do \u2018 something \u2019	0	0	0
4168	demands congress do \u2018 something \u2019 on gun control	0	0	0
4169	gun rights advocates have said for a long tim	1	1	0
4170	what gun rights advocates have said for a long	0	0	0
4171	confirms what gun rights advocates	0	0	0
4172	of black teen as chance to advance gun control	3	3	0
4173	\u2019 s policy team cheered murder of black teen	1	1	0
4174	s policy team cheered murder of	0	0	0
4175	state	1	0	1
4176	violence prevention discussing ways to keep our communities safe	2	0	2
4177	<user> lets hope they also ask about gun control	1	1	0
4178	immigration	0	0	0
4179	stricter the gun laws the worse the gun violence	3	3	0
4180	up for americans who want gun violence to end	1	0	1
4181	how not to fix inner	1	1	0
4182	city gun violence <url> via	0	0	0
4183	think gun control is going to stop these shootings	2	2	0
4184	democrats are	0	0	0
4185	gains \u2018 path forward \u2019 on gun control measures	0	0	0
4186	filibuster gains \u2018 path forward \u2019 on gun control	0	0	0
4187	s getting turned into a gun control	2	2	0
4188	legislate realistic	0	0	0
4189	the president and congress wish to truly protect citizens	1	0	1
4190	his mother speaking on gun control is pure	0	0	0
4191	his mother speaking on gun control is pure ignorance	1	1	0
4192	espys </hashtag> speak	0	0	0
4193	floor to push for a vote on gun control	1	0	1
4194	sit in on the house floor to push for	0	0	0
4195	crushes clinton narrative for more	2	2	0
4196	toughest gun laws	0	0	0
4197	victims and survivors of domestic violence from gun violence	1	0	1
4198	victims and survivors of domestic	0	0	0
4199	<user> <user> keep sitting get gun control	0	0	0
4200	<user> <user> keep sitting get gun	0	0	0
4201	<user> gun violence is the problem	1	1	0
4202	<user> gun violence is the	0	0	0
4203	waiting period for a gun wasn	0	0	0
4204	gun shop to <allcaps> fbi </allcaps> was	0	0	0
4205	waiting period	0	0	0
4206	flag from gun shop to <allcaps> fbi </allcaps> was	0	0	0
4207	laws help gun violence shows how ignorant you are	2	2	0
4208	saying strict gun laws help gun violence shows how	0	0	0
4209	gun safety legislation	0	0	0
4210	and tell our senators to support gun safety legislation	1	0	1
4211	ploy	1	0	1
4212	that helps make new policy to end gun violence	0	0	0
4213	ploy that helps make new policy to end gun	0	0	0
4214	stop blaming terrorism on guns	3	3	0
4215	this country does not have a gun control problem	2	2	0
4216	tcot	1	1	0
4217	outstanding	0	0	0
4218	concerned gun violence could spread to parts of city	0	0	0
4219	rahm emanuel concerned gun violence	1	0	1
4220	spread to parts of city he gives shit about	0	0	0
4221	reps are streaming live after <user> cut the cameras	1	0	1
4222	reps	0	0	0
4223	graduate of a	0	0	0
4224	california making moves towards an end to gun violence	0	0	0
4225	towards	0	0	0
4226	<user> john mccain is isis gun	2	2	0
4227	mccain is isis gun	0	0	0
4228	sick and tired	0	0	0
4229	up for the majority of us that want gun	0	0	0
4230	claiming	0	0	0
4231	trump </hashtag> claiming we are the champions of	1	0	1
4232	happened	0	0	0
4233	further highlighting the need for gun control	2	0	2
4234	poorly	0	0	0
4235	<user> <user> no one on no	0	0	0
4236	poorly maintained ask congressman on	0	0	0
4237	fly list has ever been involved in gun violence	0	0	0
4238	who lost their lives to gun violence today <user>	1	0	1
4239	<number> ppl who lost their lives to gun violence	0	0	0
4240	and not the implementation of common sense gun control	2	0	2
4241	is banned from studying gun	0	0	0
4242	gun violence thx to the <allcaps> nra </allcaps> lobby	1	0	1
4243	banned from studying gun violence thx to the <allcaps>	0	0	0
4244	s gonna probably get worse for europe	2	2	0
4245	borders	0	0	0
4246	gun homicides	1	0	1
4247	were <number> gun homicides per	0	0	0
4248	<number> gun homicides per <number> people in the us	0	0	0
4249	wrote	0	0	0
4250	ed in <user> on state	0	0	0
4251	<user> i loved your op	0	0	0
4252	wrote a very similar one as	0	0	0
4253	know how else one control them outside of ban	2	2	0
4254	should be	0	0	0
4255	old ban	0	0	0
4256	old ban on gun violence research <url> via	0	0	0
4257	physicians demand end to <number>	0	0	0
4258	gun rights people	0	0	0
4259	gun rights people want to	0	0	0
4260	it easier for law abiding	0	0	0
4261	people want to make it easier for law abiding	0	0	0
4262	leaders seeking end to ban on gun violence research	1	0	1
4263	senators send letter to senate	0	0	0
4264	the gun lobby	1	1	0
4265	religious death cults	0	0	0
4266	politicalization of human tragedy	0	0	0
4267	terrorism that is hell bent on destroying our country	1	1	0
4268	dealing with terrorism that is hell bent on destroying	0	0	0
4269	loyola top er doc	0	0	0
4270	chaplain talk gun violence as a public health epidemic	2	0	2
4271	control when this thing finally comes to a vote	1	0	1
4272	<user> we are counting on you	0	0	0
4273	<allcaps> second amendment rights guns dont kill people	2	2	0
4274	amendment rights guns dont	0	0	0
4275	bus	0	0	0
4276	vocal majority </hashtag> bus tour to stop gun violence	1	0	1
4277	follow resp_solutions on snapchat for a behind	0	0	0
4278	professor	1	0	1
4279	to talk about gun violence at work via <user>	0	0	0
4280	erica foldy offers insights	0	0	0
4281	<user> restricting legal gun sales will not do anything	2	2	0
4282	<user> restricting legal gun sales will	0	0	0
4283	<user> when will gun violence prevention	0	0	0
4284	<user> when will gun violence prevention be your priority	1	0	1
4285	will gun violence prevention be	0	0	0
4286	indefinitely	0	0	0
4287	house <allcaps> gop </allcaps> indefinitely delays gun control votes	2	0	2
4288	laws will stop criminals from getting a gun illegally	3	3	0
4289	<user> we need to fight hard today	0	0	0
4290	<url> via <user> we need to fight hard today	0	0	0
4291	gun control madness <url> via	0	0	0
4292	even hard <number> kill them	0	0	0
4293	nightclub </hashtag> is even hard <number> kill them with	1	0	1
4294	of pple killed by	0	0	0
4295	thru	0	0	0
4296	big stand on gun ctrl <url> well give proceed	0	0	0
4297	pulse tragedy </hashtag>	0	0	0
4298	awake crying	0	0	0
4299	is crumbling when my little sister lies awake crying	1	0	1
4300	debilitating fear of our president elect	0	0	0
4301	pray for orlando </hashtag>	0	0	0
4302	mass shootings in	0	0	0
4303	mass shootings in america have become all too common	1	1	0
4304	their second amendment rights can not have a peaceful	2	2	0
4305	their second amendment rights	0	0	0
4306	the worst mass shooting in	0	0	0
4307	has had the worst mass shooting in the us	2	0	2
4308	<user> you had <number> years to pass gun control	2	2	0
4309	do not blame <allcaps> gop </allcaps> for your	0	0	0
4310	control saving lives	0	0	0
4311	we will not talk about gun control saving lives	1	0	1
4312	joining the conversation of how to reduce gun violence	1	0	1
4313	conversation	0	0	0
4314	taking away from the ceremony by campaigning gun control	3	3	0
4315	stop gun	0	0	0
4316	<repeated> this will definitely stop gun violence	1	0	1
4317	not continue to stick our heads in the sand	1	0	1
4318	mass gun violence	0	0	0
4319	seen athletes	0	0	0
4320	have you not seen athletes against gun violence before	1	0	1
4321	seen athletes against gun violence	0	0	0
4322	pac	0	0	0
4323	to end gun violence <allcaps> pac </allcaps> via <user>	0	0	0
4324	me in supporting pride fund to end gun violence	0	0	0
4325	join me in	0	0	0
4326	s gonna be a debate on gun control	0	0	0
4327	debate on gun control can we at least have	0	0	0
4328	this is for both sides you all sound stupid	0	0	0
4329	the democrats are wanting to attack our second amendment	1	1	0
4330	the democrats are wanting to attack our second	0	0	0
4331	the gun lobby while ppl pay with their lives	2	0	2
4332	of action demanding a future free from gun violence	0	0	0
4333	wear orange </hashtag> my guns hate gun	0	0	0
4334	for those that have died due to gun violence	2	1	1
4335	a vote </allcaps> to <allcaps> stop gun violence </allcaps>	1	0	1
4336	a civilian militia if necessary banning ars will not	3	3	0
4337	no civilian needs an assault weapon	1	0	1
4338	been for harsher gun control in america until today	1	0	1
4339	you deceivers quit calling it gun violence	0	0	0
4340	violence and call it what it is criminal violence	1	1	0
4341	deceivers quit calling it	0	0	0
4342	how about criminal control	2	2	0
4343	felony convictions	0	0	0
4344	solidarity w <user> to demand action on gun violence	1	0	1
4345	in america woud only take guns away from americans	2	2	0
4346	woud only take guns away	0	0	0
4347	waistband	0	0	0
4348	the hell do u need a <allcaps> gun </allcaps>	0	0	0
4349	just left goodwill bc a	0	0	0
4350	do u need a <allcaps> gun </allcaps> in goodwill	0	0	0
4351	changed	0	0	0
4352	gun violence epidemic touches our community once again	1	0	1
4353	gun violence epidemic touches	0	0	0
4354	have same gun	0	0	0
4355	<user> i do not have problem with same	0	0	0
4356	all states should have same gun	0	0	0
4357	<user> i do not have problem with same day	0	0	0
4358	we can prevent gun violence before it starts	0	0	0
4359	we can prevent gun violence	0	0	0
4360	powerful <user> video showing that when we	0	0	0
4361	discrimination	0	0	0
4362	act on gun violence	0	0	0
4363	sit in for the 49 </hashtag>	0	0	0
4364	trump supports second amendment	2	2	0
4365	cato	0	0	0
4366	torn apart	0	0	0
4367	breaking stories of families torn apart by gun violence	2	0	2
4368	laws and more attention to domestic violence and rape	1	0	1
4369	safer gun laws and more attention to domestic violence	0	0	0
4370	<repeated> we are blowing it on this stupid idea	1	0	1
4371	waiting periods	0	0	0
4372	<allcaps> you cant take my guns </allcaps>	0	0	0
4373	jail all who burn the	0	0	0
4374	i have a second amendment right to own them	0	0	0
4375	criminal justice reform	1	0	1
4376	we need criminal justice reform	1	0	1
4377	criminal justice	0	0	0
4378	sexual and racial politics of gun violence and terrorism	2	2	0
4379	terrorist attack blame guns not terrorist	1	1	0
4380	terrorist attack blame	0	0	0
4381	is the way to deflect away from the story	0	0	0
4382	to vote	0	0	0
4383	</allcaps> agrees to vote on gun control after <number>	2	0	2
4384	and the nation rely on leaders like you	0	0	0
4385	ohio and the nation rely on leaders like you	0	0	0
4386	thanks	0	0	0
4387	we would not be subject to these type of	2	2	0
4388	<user> thank you for standing up against gun violence	1	0	1
4389	sick	2	0	2
4390	the comment section on the orlando gun control	0	0	0
4391	the comment section on the orlando gun control video	1	1	0
4392	orlando gun	0	0	0
4393	s why they stand ready	0	0	0
4394	day of action demanding a future free from gun	0	0	0
4395	safety legislation	0	0	0
4396	mcconnell who will not bring up gun safety legislation	2	0	2
4397	gun safety is a public health crisis	2	0	2
4398	let us broaden our vocabulary	0	0	0
4399	to do this country being home of the brave	1	1	0
4400	amendment allows guns to protect ourselves from our govt	0	0	0
4401	from our govt so yes we need semiautomatic weapons	2	2	0
4402	forgotten about the children brought to the wh	0	0	0
4403	<user> <user> have you forgotten about the children	0	0	0
4404	the wh after sandy	0	0	0
4405	the children brought to the wh after sandy hook	0	0	0
4406	called	1	0	1
4407	<user> great job sir for standing against gun violence	1	0	1
4408	thats called	0	0	0
4409	gun laws are still stalled right now in congress	2	2	0
4410	why gun laws are still stalled	0	0	0
4411	laws in the country and has soaring murder rates	2	2	0
4412	allow the gun range to become a firearm retailer	2	0	2
4413	the highest per capita rate of gun death	0	0	0
4414	<user> <user> how those democrat gunfree zones working	2	2	0
4415	second amendment alone democrats	0	0	0
4416	issue is moronic and	0	0	0
4417	<user> most americans support gun control	0	0	0
4418	americans support	0	0	0
4419	position on this issue is moronic and	0	0	0
4420	a gun can control <number>	0	0	0
4421	vladimir leninthis is not about gun control	0	0	0
4422	man with a gun can control <number> without one	0	0	0
4423	it is not about having another gun control debate	2	2	0
4424	an assault rifle but not a pistol through gun	2	2	0
4425	not germany	0	0	0
4426	they have common sense gun control	1	1	0
4427	they have common sense gun	0	0	0
4428	time for us to answer in	1	0	1
4429	assasinating	0	0	0
4430	<allcaps> gop </allcaps> nom on assasinating dem nom	2	0	2
4431	supreme court is \u2018 wrong \u2019 on second amendment	1	1	0
4432	clinton says supreme court is	0	0	0
4433	clinton says supreme court	0	0	0
4434	fam in <user> but u <user> have to	1	0	1
4435	cover incidents a million	0	0	0
4436	you would need insurance to cover incidents a million	1	0	1
4437	insurance to cover incidents a million	0	0	0
4438	no one listen	0	0	0
4439	<repeated> the problem though	0	0	0
4440	fight to pass	0	0	0
4441	sir for leading the fight to pass gun control	1	0	1
4442	can not stand how immediately after a shooting	2	2	0
4443	focus on the people that died for one day	0	0	0
4444	in well and lesser known families from gun violence	1	0	1
4445	losses in well and lesser known families from gun	0	0	0
4446	a big moment at the democrats	0	0	0
4447	the democrats	0	0	0
4448	gun control sit	0	0	0
4449	conversations and yell things about consensual sex and gun	0	0	0
4450	interrupt conversations and yell things about consensual sex and	0	0	0
4451	why am i single you ask	0	0	0
4452	the gun is merely the tool	0	0	0
4453	the gun is not doing the violence	1	1	0
4454	committing	0	0	0
4455	work to ban assault weapons or for gun control	1	0	1
4456	prayers are worthless without action	0	0	0
4457	demand gun control <allcaps> now </allcaps>	0	0	0
4458	add your name and demand gun control <allcaps> now	0	0	0
4459	agnst	0	0	0
4460	stand in unity <number> wage war agnst gun violence	1	0	1
4461	oz we fear for us future without u	0	0	0
4462	control would prevent licensed security guards from obtaining weapons	2	0	2
4463	better gun control would prevent licensed security	0	0	0
4464	reality of media selling gun control	2	2	0
4465	selling gun control	0	0	0
4466	will ask about gun control	1	1	0
4467	<user> <user> will ask about gun control	0	0	0
4468	murder rate	1	0	1
4469	article notes little rock tops chicago in murder rate	1	0	1
4470	thats why gun control is ridiculous	1	1	0
4471	only the law abiding follow laws	0	0	0
4472	only the criminals would have them	0	0	0
4473	no idea what she is talking about	0	0	0
4474	she has no idea what she is talking about	1	1	0
4475	cnt	0	0	0
4476	but to truly eliminate violence we must fight hate	1	0	1
4477	nothing policy	0	0	0
4478	donno	0	0	0
4479	nothing you can do	0	0	0
4480	if she gets to pick her judges	1	0	1
4481	on house floor over gun control <url> <user> <user>	0	0	0
4482	in on house floor over gun	0	0	0
4483	not stomach the thought of stricter gun laws for	0	0	0
4484	thought of stricter gun laws for the same reason	1	0	1
4485	media has turned the second amendment into a political	1	1	0
4486	second amendment into a political	0	0	0
4487	a political	0	0	0
4488	victims of gun violence and demanding more from comgress	1	0	1
4489	gun violence as an exploding matter of public health	1	0	1
4490	start talking about gun control	0	0	0
4491	the democrats want to start talking about gun control	1	1	0
4492	tragic attack the democrats	0	0	0
4493	die every year	0	0	0
4494	die every year from gun violence in the <allcaps>	0	0	0
4495	christina grimmie is	0	0	0
4496	year from gun violence in the <allcaps> usa </allcaps>	0	0	0
4497	with stricter gun backround checks	0	0	0
4498	gun owners who agree with stricter gun backround checks	2	0	2
4499	niggas do not understand	0	0	0
4500	they think more gun violence is going to solve	0	0	0
4501	more gun violence is going to solve the problem	0	0	0
4502	we do not need gun control we need leader	1	1	0
4503	<user> we	0	0	0
4504	senseless every	0	0	0
4505	with stephanie addressing the senseless every day gun violence	2	0	2
4506	regulation affecting people with mental disorders this falls in	1	1	0
4507	<user> scrap gun regulation affecting	0	0	0
4508	with mental disorders this falls in the realm of	0	0	0
4509	why is this even being talked	0	0	0
4510	4 0 yr low	0	0	0
4511	fake news	0	0	0
4512	why is this even being talked about	0	0	0
4513	a comprehensive	1	0	1
4514	it is time for a comprehensive discussion of intelligent	1	0	1
4515	a comprehensive discussion	0	0	0
4516	muslims he also should not represent all gun owners	1	1	0
4517	if mateen does not represent all muslims he	0	0	0
4518	muslims he also should not represent	0	0	0
4519	still think the shooter would have killed <number> people	2	2	0
4520	and the dem about more gun control typical politics	1	1	0
4521	the republican in congress are sukingup to obama	0	0	0
4522	congress are sukingup to obama and the dem about	0	0	0
4523	isnt	0	0	0
4524	scourge of gun violence in this country isnt forgotten	0	0	0
4525	has incredible opportunity to ensure scourge of gun violence	0	0	0
4526	has	0	0	0
4527	slaughtered	0	0	0
4528	slaughtered by gun violence are not a publicity stunt	1	0	1
4529	<user> americans slaughtered by gun violence are	0	0	0
4530	guns are banned in gun free zones	1	1	0
4531	guns are banned in gun free	0	0	0
4532	why some would call for stricter gun control measures	2	2	0
4533	but gun control before self control is useless	0	0	0
4534	obama telling the turks they need more gun control	2	2	0
4535	obama telling	0	0	0
4536	s gun control laws will be there to protect	0	0	0
4537	gun control laws will be there to protect the	0	0	0
4538	control laws will be there to protect the minority	0	0	0
4539	push more gun control bullshit	0	0	0
4540	politics nowadays they do not even care about what	1	1	0
4541	politics nowadays	0	0	0
4542	and acts of terrorism through mass shootings is heartbreaking	3	3	0
4543	you said to use the second amendment	0	0	0
4544	laws that	0	0	0
4545	choice to be made between respecting 2 nd amendment	1	0	1
4546	commonsense gun laws that will keep people safer	0	0	0
4547	fool	0	0	0
4548	is that better than gun control	0	0	0
4549	racial profiling	0	0	0
4550	now the picture is becoming clearer	0	0	0
4551	write	0	0	0
4552	<allcaps> no more lgbt hatred </allcaps>	1	0	1
4553	no more lgbt hatred </allcaps>	0	0	0
4554	there are still drugs everywhere	2	2	0
4555	gun control prevent	0	0	0
4556	pension reform	0	0	0
4557	before a budget gets done	0	0	0
4558	s pension reform	0	0	0
4559	how bad do things have to get in il	0	0	0
4560	disprove everything liberals say about gun control	0	0	0
4561	disprove everything liberals say about gun control <url> via	1	1	0
4562	disprove everything liberals	0	0	0
4563	do not let anyone tell you otherwise	0	0	0
4564	a gun owner and want common sense gun laws	2	0	2
4565	blamed a gun instead of a knife carrying attacker	2	2	0
4566	immediately blamed a	0	0	0
4567	been affected	1	0	1
4568	</allcaps> but will always vote republican just for gun	2	0	2
4569	but will always vote republican just for gun	0	0	0
4570	it ultimately boils down to gun	0	0	0
4571	it ultimately boils down to gun control	1	1	0
4572	ultimately boils	0	0	0
4573	speak on gun violence with ebro in the am	0	0	0
4574	brotha mitchell speak	0	0	0
4575	brotha mitchell speak on gun violence with ebro in	0	0	0
4576	stright up uneducated about guns	0	0	0
4577	gun people are just stright up uneducated about guns	1	1	0
4578	gun violence awareness day	1	0	1
4579	become normal	0	0	0
4580	time to end gun violence	0	0	0
4581	time to end gun	0	0	0
4582	senator	0	0	0
4583	for your dedication to gun control efforts	1	0	1
4584	3 rd	0	0	0
4585	society	0	0	0
4586	<allcaps> why is this the society we live in	0	0	0
4587	clear divisions among federal candidates on 2 nd amendment	2	2	0
4588	divisions among federal candidates on	0	0	0
4589	senator admits hillary will issue gun control executive order	3	3	0
4590	lives lost	0	0	0
4591	the form of stricter gun control so that your	1	0	1
4592	come in the form of stricter gun control so	0	0	0
4593	right focus \u2014 the ongoing victims of gun violence	1	0	1
4594	focus \u2014 the ongoing victims of gun violence	0	0	0
4595	yet another mass terrorist attack from a truck driver	1	1	0
4596	suffer yet another mass terrorist attack from a truck	0	0	0
4597	french citizens suffer yet another mass terrorist attack from	0	0	0
4598	<user> another stage for him to push gun control	2	2	0
4599	<repeated> since a gun walked in and started	0	0	0
4600	all hillary and pro gun control people	0	0	0
4601	to all hillary and pro gun control people	1	1	0
4602	toddlers are shooting themselves but supports killing unborn children	2	2	0
4603	laws because toddlers are shooting themselves but supports killing	0	0	0
4604	not only failed to pass <number> gun	0	0	0
4605	not only failed to pass <number> gun control measure	2	0	2
4606	pretending	0	0	0
4607	women when you are sleeping w the <allcaps> nra	1	0	1
4608	stop pretending you	0	0	0
4609	about gun control <url> via	0	0	0
4610	</hashtag> ordered illegal gun sales to known criminals w	3	3	0
4611	state this weekend fighting	0	0	0
4612	moms	0	0	0
4613	it is criminal use of a gun	0	0	0
4614	we do not call <allcaps> dui </allcaps> car violence	0	0	0
4615	take back the	0	0	0
4616	voting	0	0	0
4617	s voting record on gun control	0	0	0
4618	voting record	0	0	0
4619	for holding a stand in for gun right legislature	1	0	1
4620	gun killing many	0	0	0
4621	measures and accomplishes nothing after orlando shooting <url> via	1	0	1
4622	hillary will use executive order	0	0	0
4623	senate makes decision about <allcaps> sweeping </allcaps> gun control	1	0	1
4624	<user> the 2 nd amendment states	0	0	0
4625	shall not	0	0	0
4626	new flag burning law	0	0	0
4627	shall not be infringed	0	0	0
4628	<percent> on the \u201c gun violence prevention \u201d quiz	3	0	3
4629	violence prevention \u201d	1	0	1
4630	gun free zones gets people killed	1	1	0
4631	gun free zones gets people	0	0	0
4632	wake up </hashtag>	0	0	0
4633	blocking	0	0	0
4634	for blocking gun control <url> via	1	0	1
4635	puppets of the <allcaps> nra </allcaps>	0	0	0
4636	great use	0	0	0
4637	enough </hashtag> \u26a1 \ufe0f \u201c <allcaps> live </allcaps>	1	0	1
4638	it requires	0	0	0
4639	shout with one voice no <elongated> to gun violence	0	0	0
4640	stand up and shout with one voice no <elongated>	0	0	0
4641	our hearts are with our <allcaps> lgbtq </allcaps> brothers	2	0	2
4642	gun control laws in california	0	0	0
